product_id,indication_id,source_id
oral_liquid_00337,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00338,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00339,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00340,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00341,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00342,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00343,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00344,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00345,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00346,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00347,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00348,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00349,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00350,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00351,ind_hiv,tfda_open_data_info37_cached_20260711
oral_liquid_00352,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00353,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00354,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00355,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00356,ind_sma_smn2_1_3_sma,tfda_open_data_info37_cached_20260711
oral_liquid_00357,ind_1_alagille_syndrome_algs_2_progressive_familial_intrahepatic_cholestasis_pfic_livmarli_pfic_abcb11_bsep_3,tfda_open_data_info37_cached_20260711
oral_liquid_00358,ind_dravet_dravet_syndrome_ds_tuberous_sclerosis_complex_tsc,tfda_open_data_info37_cached_20260711
oral_liquid_00359,ind_urea_cycle_disorders_ucds_carbamoyl_phosphate_synthetase_cps_i_ornithine_carbamoyltransferase_otc_argininosuccinate_synthetase_ass_argininosuccinate_lyase_asl_arginase_arg_i_ornithine_translocase_hyperornithinaemia_hyperammonaemia_homocitrullinuria_syndrome_hhh_arginine_citrulline_acute_hyperammonemia,tfda_open_data_info37_cached_20260711
oral_liquid_00360,ind_2_dravet_syndrome,tfda_open_data_info37_cached_20260711
oral_liquid_00361,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00362,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00363,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00364,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00365,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00366,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00367,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00368,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00369,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00370,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00371,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00372,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00373,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00374,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00375,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00376,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00377,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00378,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00379,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00380,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00381,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00382,ind_unknown,tfda_open_data_info37_cached_20260711
